Site;Farend
TIZ108;TIZ107
BOI101;TIZ109
BOI001;BOI101
AGA044;AGA042
AGA207;AGA753
AGA208;AGA207
AGA751;AGA753
AGA753;AGA1052
AGA750;AGA751
KEN015;KEN004
KEN014;SHT600
KEN040;SHT600
MEH002;SHT600
KEN095;SHT600
KEN101;SHT600
KEN086;SHT600
KEN969;SHT600
KEN151;KEN004
KEN157;KEN151
RAB527;KEN004
KEN166;KEN157
KEN168;KEN166
RAB188;RA040
KEN301;KEN004
KENITRA Shore;KEN201
KEN031;KEN004
RAB528;KEN004
RAB553;RAB528
YAH100;RAB528
KEN202;RAB528
RAB536;RAB528
RAB535;RAB553
KEN906;KEN202
RAB301;RA040
KEN304;SLI002
SLI050;SLI002
SLI006;SLI002
KEN200;KEN004
GUD001;MEK204
SAF062;SA006
OUR985;OUR004
RAB099;FO
BOU003;BOU002
BOU759;BOU003
BOU754;BOU759
BMD003;RSJE01
FNI007;TAN760
FNI006;TAN760
FNI001;TAN760
TAN656;TAN460
TET611;TAN460
TAN657;TAN460
TAZ895;TAZ114
FES074;FO
RA043;RA042
KEN956;RA043
FES100;FE006
FE004;FE006
JA156;JA154
MRT003;MRT002
MRT007;MRT002
MRT001;MRT002
MRT014;MRT006
AZL122;RML027
AZL123;RML027
CAB300;TET603
CAB305;CAB303
MED302;CAB303
MED003;TAN451
AZL126;RML033
AZL129;RML033
AZL134;RML033
AZL142;RML033
AZL125;AZL020
AZL124;AZL125
AZL145;AZL141
AZL141;AZL144
AZL133;AZL144
AZL139;AZL144
AZL144;RML034
RAZ005;AZL141
AZL138;RAZ005
AGA064;FO
OTA001;TAZ103
RA041;RA032
RAB056;FO
TEM008;TEM007
American School;MAR082
BCP MDIQ;TAN451
RSD019;CHI904
RML018;RSD019
CHI903;CHI904
TET071;TET005
TAZ102;OAM101
OAM101;OAM001
CAS220;BE001
CCH006;CCH002
CCH005;FO
CCH935;CCH002
BEN255;BE012
RAB160;FO
MOH035;BEN031
OUZ006;OUZ002
OUZ003;KEN750
CCH903;KEN750
TAO917;TAO914
TAO918;TAO914
AKM001;RALH01
BNA001;AKM001
JAD601;JA013
TET016;TET063
TET040;TET061
TET052;TET061
TET001;FO
TET084;TET089
TET853;TET089
TET053;TET180
TET300;MED003
TAN470;TAN451
MED007;TAN451
TET608;TAN451
CAB304;TAN451
TAN677;TAN708
TGT001;TAN708
TAO911;TAO821
TAO004;TAO001
JAD400;JA032
KEN303;KEN304
MAR031;RML018
JAD115;JA013
B2B_Gendarmerie_ERRACHIDIA_L2L_30M_MD0002422;ERR002
TAN678;TAN677
RAHY02;AGA109
RAHY01;RAHY02
MAR329;RSD019
ESS910;AGA212
AZL121;RML030
KBG098;KBG097
ESS156;ESS917
ESS101;ESS202
BMT200;BMT001
TAN742;TAN904
TAN202;TAN904
MRA009;RAB130
SET441;SE041
B2B_LEONI_BOUSKOURA_CI_10M_000004567;CA059
AGA205;AGA207
TOU001;GRA001
GUE858;TAA002
GUE857;GUE858
GUE854;GUE857
ERR114;ERR113
OUR809;OUR810
HAO904;OUR810
MAR1079;OUR810
MAR1080;OUR810
GUI150;TOU001
ERR160;GUI150
ERI003;ERR114
ERR750;ERI003
TAZ108;TAZ102
TAH002;TAH001
TAZ510;TAZ200
TET155;CCH902
SET401;KBG070
JRD002;JRD003
CHI948;MAR300
CHI943;CHI948
CHI935;CHI948
CHI947;CHI935
CHI944;CHI935
CHI936;CHI944
CHI937;CHI936
CHI938;MAR002
CHI939;IMI003
CHI940;CHI939
AZL136;HAO904
CAS1149;FO
RAB104;RA003
MI001;RA016
RAB1020;FO
KEN182;KEN059
KEN943;KEN059
KEN981;KEN059
MDL005;MDL004
MDL008;MDL006
MDL025;MDL006
RA052;RA066
RAB097;BE023
MAR925;MAR058
RAB055;RA003
RAB060;FO
TAN026;TAN095
GUI153;OUR050
GUI156;GUI155
GUI155;OUR050
GUI159;SAL150
GUI161;GUI159
GUI160;GUI161
GUE834;GUE823
GUE831;GUE823
GUE837;GUE842
GUE838;GUE842
GUE842;GUE822
GUE832;GUE822
GRA002;GRA001
RBO002;ERR115
GRA001;ERR115
ERR115;ERR113
GRA003;RBO002
RBO001;ERR752
GRA004;RBO001
TAR965;AGA995
TAR964;TAR965
TAR963;TAR964
Embassade Espagne;RA018
RAB059;RA018
RAB914;RA018
TAR961;AGA758
IOU100;CCH907
TET159;CCH907
RAB053;RA026
ALH301;TET162
TET160;TET161
TAZ869;TAZ820
OAM001;TAZ101
TAZ101;TAZ200
ANZ002;AGA1052
EKL002;FO
ALH303;ALH302
ALH302;ALH301
KET001;TET161
GUD100;GUD001
SID152;SID153
SID160;SID153
SID930;SID153
B2B_DOMAINES;TIZ207
AZR022;AZR021
KF006;AZR021
KF002;AZR021
BEN184;BE012
TAO106;TAO001
KBG513;SE028
KB022;SE028
KBG533;SE028
TAN106;LAR300
KSK600;TAN106
TAN104;TAN105
TAN920;TAN105
LAR152;TAN105
LAR151;LAR152
TEM006;FO
TAN042;TAN020
TEM009;BE012
B2B_SUNPACK_MARRAKECH_CI_4M_000004972;CHI908
SET116;SE016
SE006;SE016
SET521;SE017
SE020;SE017
BEN253;BE012
TAZ758;RTA003
TAZ756;RTA003
TAZ757;RTA003
TAZ822;RTA003
BRF107;BRF100
RAB101;RA066
Fondation MED 5;RA015
TGL160;RML030
BEN256;BE012
KEN057;KEN003
KEN009;KEN003
KEN030;KEN060
SAI107;ROU001
TEM030;TEM014
OUR011;OUR001
OUR003;OUR001
OUR750;OUR001
OUR751;OUR750
OUR1001;OUR001
OUR1010;OUR001
KBG525;KB022
BEN356;BEN256
KBG130;KBG041
BEN050;KBG041
TAZ864;SMI100
OUJ074;OUJ077
OUJ073;OUJ091
OUJ847;OUJ091
OUJ832;OUJ091
OUJ094;OUJ003
KB002;KBG080
KB004;KB003
KB003;KB002
KB005;KB004
B2B_OCP_KHOURIBGA_CI_50M_4893;KB004
FACMedcineMarwan;OUJ002
OS Oujda;OUJ002
KBG141;SE027
KBG528;SE027
SE040;SE027
SE026;SE027
SET051;SE040
OUJ079;OUJ056
SE025;SE026
SE039;SE025
KBG142;SE025
SE032;SE025
AIZ101;AIZ100
RAB165;FO
JAD201;JA029
AGM150;OUR208
GUE860;AGM150
GUE856;AGM150
GUE862;GUE860
GUE889;GUE860
GUE861;GUE862
GUE870;GUE862
GUE853;GUE861
GUE859;GUE853
GUE846;GUE853
GUE847;GUE859
GUE848;GUE859
GUE869;GUE859
GUE855;GUE847
GUE867;GUE856
GUE850;GUE856
GUE851;GUE849
GUE849;GUE850
GUE852;GUE855
GUE863;GUE870
GUE829;GUE869
KEN902;KEN904
B2B_CLINVET_MOHAMMEDIA_CI_6M_000005200;BEN290
AGA1000;AGA049
AGA055;ANZ001
RAGA04;TGZ001
AGA202;RAGA04
AGA203;AGA202
AGA330;AGA202
AGA201;TGZ001
AGA1036;AGA040
CAS1324;JA149
JAD656;JA149
KFR030;FE028
KEN023;KEN085
KF004;KF003
KF016;KF003
KFR201;KFR141
KFR141;KF003
KFR112;KFR103
KFR103;KF003
KF034;KF007
KF005;KF007
SET066;SE037
SET065;SE037
KFR020;KF003
FES041;FO
KSK001;FO
KSK302;RGKSK01
KSK004;FO
KSK006;RGKSK01
KSK007;RGKSK01
KSK008;RGKSK01
KSK030;RGKSK01
KSK601;RGKSK01
KSK005;KEN208
KEN654;KEN208
KEN652;KEN208
KEN207;KEN208
LAR903;KEN652
LAR904;KEN652
KSK020;KEN652
REP077;KEN652
KSK700;LAR904
B2B_Gendarmerie_BOUAARFA_L2L_30M_MD0003144;BRF001
B2B_UGGC_CASA_CI_6M_000005377;CA028
JAD209;JA007
TNH160;TGL160
JA050;JA052
JAD502;JA019
JAD309;JA012
MOH600;BE016
BEN307;BE016
MOH630;BE016
MOH605;BE016
JAD645;JA011
JAD060;JA010
JAD646;JA014
TAN602;TAN152
AZL101;AZL102
JAD402;JA050
JAD554;JA050
JAD315;JA050
RAZL104;RAZL103
JAD246;JA064
JAD702;JA064
SET442;SE041
IGH101;TAR101
IGH102;IGH101
IGH001;IGH103
IGH103;IGH102
MEK086;ME018
IGH104;IGH001
TAA101;IGH001
TAA103;TAA101
TAA102;TAA101
RTA104;TAA103
AGA312;TAR103
TAR104;OUL001
OUL010;OUL001
TAR103;OUL001
ODA006;ODA002
AGA411;ODA002
ODA001;ODA002
ODA003;ODA001
AGA304;ODA002
RAG303;ODA002
AZL104;RAZL104
TAR105;TAR104
TAR107;TAR105
TAR106;TAR105
TAR962;TAR105
HAO120;HAO100
AGA403;AGA402
AGA404;AGA403
RAG012;AGA403
AGA408;AGA402
AGA465;AGA402
ELG001;TAR002
AGA305;ELG001
AGA407;ELG001
AGA309;ELG001
TAR704;TAR002
AGA762;TAR002
TAO150;RTAO150
AGA307;TAR103
TAR900;OUL001
MRA020;RA004
IGH956;IGH101
TAR703;TAR101
RAB161;RA004
FES323;FE021
AZL106;KF042
KEN974;FO
KEN968;FO
OUR058;OUR059
RA025;RA004
OUR059;OUR060
IGH142;IGH102
SA030;TAL001
NAD056;NAD502
NAD057;NAD502
NAD980;NAD502
British Council Rabat;RA004
NAD007;NAD958
NAD008;NAD958
NAD072;NAD958
NAD965;NAD958
KBG055;KBG663
KBG056;KBG055
KBG156;KB029
KBG522;KB029
MRT010;MRT004
MRT011;MRT004
NAD098;NAD097
NAD092;NAD097
KBG548;KB013
KB006;KB013
KBG048;KB007
MRA019;RA018
MAR958;KBG050
KBG037;KBG050
KBG036;KBG037
AZL070;KBG037
KBG050;KBG049
KBG049;KBG048
ATT007;AZL070
AZL071;AZL070
MAR1061;MAR314
KEN967;KEN085
CAS185;FO
SID914;SID901
TAO908;SID914
CAS1300;CAS107
SET104;FO
KFR072;RSD017
KFR055;KFR056
KFR111;KF010
SET100;SE004
ELG002;ELG001
NAD956;NAD924
MON002;NAD924
MON003;NAD924
NAD925;NAD406
NAD406;NAD924
TIN001;NAD406
CAS1029;SE004
KBG044;KB007
KBG043;KBG044
SET304;SE004
BEN203;BEN217
BE026;BE025
BEN205;BEN217
BEN213;BE025
BEN204;BE025
KB023;KBG559
KBG127;KBG559
KB026;KBG559
KBG128;KBG559
KB018;KB023
KBG033;KB018
KBG534;KB018
KBG401;KBG200
TAA104;RTA104
KFR065;KF011
MDL027;KF049
KF051;KF052
KFR068;RML020
CAS1211;CAS252
CAS237;CA013
CAS412;FO
ZED1030;MDL005
MDL006;ZED1030
KAS820;RNAD03
KAS821;RNAD03
KAS822;RNAD03
KAS001;RNAD03
NAD104;KAS001
LAA003;LAA001
LAA005;LAA001
LAA024;LAA001
LAA007;LAA001
LAA008;LAA001
RTDJ01;RERR04
RERR04;TOU001
ERR162;RERR04
TLS001;RTLS01
TDJ001;RTDJ01
RTLS01;RTDJ01
LAA023;LAA003
LAA022;LAA005
LAA002;LAA004
LAA009;LAA004
LAA021;LAA004
LAA934;LAA004
LAA010;LAA011
LAA006;LAA002
B2B_Gendarmerie_LAAYOUNE_L2L_30M_MD0002658;LAA002
DAK130;DAK136
LAA016;LAA004
DAK001;DAK136
DAK003;DAK136
DAK002;DAK136
DAK004;DAK136
DAK005;DAK136
DAK006;DAK136
DAK010;DAK136
ERR806;JOR001
JOR001;ARF004
RATF01;DEB001
DEB001;DEB101
DEB102;DEB001
RATF02;RATF01
ATF100;RATF02
TRT829;RATF01
MRZ001;MRZ003
RIS002;MRZ003
MRZ003;RIS008
MRZ100;MRZ001
GUI151;RIS002
GUI152;RIS002
RIS006;RIS008
GUI157;RIS006
GUI158;GUI157
RIS001;RIS008
RIS007;RIS008
RIS003;RIS008
RIS101;RIS008
RIS008;ARF004
ARF005;ARF004
ARF002;ARF004
ARF003;ARF004
LAA120;LAA119
LAA121;LAA120
LAA123;LAA122
LAA124;LAA123
LAA103;LAA102
LAA104;LAA103
LAA125;LAA124
TRT003;TRT001
KBG538;KBG041
KBG041;KB022
LAA210;LAA016
LAA015;LAA210
LAA040;SMA013
LAA230;SMA013
SMA012;SMA013
SMA011;SMA012
SMA010;SMA011
SMA003;SMA010
SMA002;FO
SMA001;SMA004
LAA126;BOJ002
BOJ001;BOJ002
BOJ005;BOJ002
LAA127;LAA126
LAA128;LAA126
LAA129;LAA128
LAA130;LAA129
DAK121;DAK122
MDK100;DAK122
DAK122;DAK123
DAK123;DAK125
DAK125;DAK126
DAK126;FO
DAK127;DAK128
DAK128;DAK130
DAK129;DAK128
KB001;KB022
DAK124;DAK123
BEN217;BE025
BEN932;BE025
CAS430;FO
KEN302;KEN303
CAS160;CA034
SET970;SET140
TIZ984;TIZ301
TIZ975;TIZ113
TIZ113;AGA606
SDI002;SDI004
AGA606;TIZ112
TIZ111;TIZ110
TIZ110;TIZ112
TIZ302;TIZ303
TIZ303;TIZ112
TIZ008;TIZ002
TIZ214;TIZ005
TIZ003;TIZ002
TIZ100;TIZ002
AGA605;TIZ214
CAS1035;CA050
TIZ011;TIZ100
RTIZ04;SDI002
TIZ992;SDI002
TIZ995;SDI002
MES150;RTIZ04
TIO150;RTIZ04
RASS02;RTIZ04
SDI003;SDI002
TIZ974;TIO150
TIZ991;TIO150
TIZ988;TIO150
CA058;FO
B2B_ARTEMIS_CASA_CI_4M_000005429;CA050
ASS001;RASS01
RASS01;RASS02
GUE843;RASS01
GUE836;RASS01
RZAG01;RASS01
ZZG001;RZAG01
GUE839;GUE843
GUE845;GUE839
GUE841;GUE845
GUE840;GUE839
GUE844;GUE836
GUE835;GUE844
MAR040;FO
MAR072;FO
MAR127;MAR069
MAR039;MAR233
MAR330;MAR069
ZAG024;ZAG019
SAF054;JA163
SAF110;SAF054
SAF070;JA163
SAF053;JA163
SAF071;JA163
SAF643;JA163
BEN200;BE023
ARF001;ARF004
ERR805;ARF004
TET086;TET060
TET014;FO
TAO207;FES920
BEN546;BEN200
BEN201;BE023
BE028;BE027
TET023;TET009
TET030;TET009
TET092;TET009
BEN220;BE027
BEN160;BE005
TIZ212;TIZ204
TAR202;TAR102
BE027;BE023
SA034;SA033
Univer abdelmalek saadi TET;TET839
TEM022;BEN044
TEM037;BEN044
TEM021;BEN044
KBG626;SET086
SET974;SET118
SET942;SET118
MDL030;MDL004
JAD664;JA014
KFR211;KFR072
SE007;SET082
ERR161;ERR160
NAD109;APR001
TET169;NAD109
NAD505;NAD507
AMG100;NAD508
TZG100;NAD507
NAD508;NAD507
SAF645;SA033
FES038;FE011
FES059;FES038
FE010;FE011
FES039;FE011
ESS160;ESS156
SGH908;ESK004
CHI951;ESS156
SID011;SID001
SID907;SID001
SID155;SID001
SID301;SID907
SID300;SID907
SID908;SID907
KSK701;LAR903
MEK325;BE028
AZL606;ISK160
ERR860;GRA002
LAR908;KSK700
LAR909;LAR904
KEN210;KEN207
KSK300;KEN207
CAS1357;CA042
KFR216;KF042
MAR152;FO
MAR221;FO
MAR231;FO
MAR609;MAR604
BRK827;BRK094
SAF617;SA010
MGH103;TAZ200
TAZ830;Taza GARE
TAZ884;TAZ830
TAZ051;TAZ001
MEK377;ME040
TAN072;TAN092
TRT824;TRT821
TAM100;RTA001
JAD967;JA163
KFR675;KFR072
TIZ004;FO
TAN081;FO
TAO108;TAO910
TET863;IDR100
RML013;KFR058
KBM002;KBM001
GUI163;GRA003
BRF105;BRF001
NAD203;NAD302
NAD204;NAD203
OUJ758;NAD203
NAD304;NAD303
ROU002;NAD303
ZAI100;NAD303
AKL001;NAD304
OUJ759;NAD304
ARK001;ROU002
ARK100;ARK001
NAD350;ARK001
MEK365;FO
TAR987;TAR002
GUE886;TAA105
GUE887;GUE848
GUE888;GUE889
FES981;FO
ZAG026;ZAG008
ZAG023;ZAG002
AZL605;AZL117
BCP Saidia;SAI100
SAI100;SAI101
SAI104;SAI101
SAI105;SAI101
SAI118;SAI101
OUJ600;SAI101
JAD073;JAD173
RMSR03;BOY100
BOY100;RIB001
SEF922;RMSR03
SEF924;RMSR03
FES753;SEF922
BOU762;FES753
SEF201;RIB001
RIB002;RIB001
SEF921;RIB001
MAR1040;FO
BDR001;NAD305
AHF001;NAD305
NAD308;NAD305
AHF100;NAD305
TAZ111;TAZ105
MDL520;MDL012
DEM001;ATT001
DEM103;ATT001
ATT002;ATT001
ATT004;ATT001
DEM105;DEM103
DEM002;DEM103
RSGH170;TAM001
SGH170;RSGH170
SGH166;TAM001
HAO902;TAM001
SGH165;TAM001
SAF623;SA008
LAR153;LAR156
SAF646;SA034
BEN144;BE023
TAN007;FO
TIZ055;TIZ201
AGA1005;TIZ201
GUE010;GUE001
GUE810;GUE001
GUE003;GUE002
GUE011;GUE010
B2B_Porte;GUE010
B2B_Porte;GUE010
B2B_Porte;GUE010
RAB116;RA066
Gendarmerie_Royal;GUE001
GUE883;GUE002
ERR163;RERR04
JAD677;JA003
TAN066;TAN015
SA013;SAF061
SAF618;SA013
B2B_Lesieur_SAFI_IPVPN_1M_MD0000694;SA013
JAD158;SA013
MEK394;FO
LAA940;LAA007
LAA933;LAA011
LAA931;LAA011
JA036;JA028
SAF111;JA036
JA026;JA028
CAS1368;CAS501
AZL120;KBG156
SWM001;TET101
LAA914;FO
MEK630;ME021
TAN990;FO
KFR109;KFR076
KFR077;KFR076
RAB215;RA066
KFR075;KFR076
SAF644;SAF120
LAA915;FO
TRT841;TRT005
JAD131;JA031
JAD629;JA031
JA015;JA029
FIG024;FIG002
IMS003;AGA215
GUE878;GUE002
KFR677;KFR103
OUR1019;OUR994
TAO928;TAO207
FNI012;TAN760
GUE830;TNT101
KEN284;KEN205
JAD671;JA031
CAS1345;CAS153
CAS1358;CAS097
JAD964;JA010
ERR111;FO
ERR112;FO
SET115;SE015
FNI009;FNI002
BIO008;BIO001
NAD503;NAD500
NAD813;RNAD04
RNAD04;NAD812
NAD812;RNAD05
RNAD05;MID001
NAD103;MID001
MID001;NAD904
NAD910;NAD904
DRI002;NAD904
DRI001;DRI002
NAD101;DRI002
RNAD02;NAD910
NAD903;RNAD02
NAD912;NAD903
NAD905;RNAD01
NAD500;RNAD01
ODA007;ODA002
LAA935;LAA011
SAF047;MAR026
TIZ106;TIZ105
TIF110;TIZ105
BEN945;BE019
TIF102;TIF103
SMM001;AGA210
SID922;SID905
SET973;SET120
FES1003;FE022
BEN915;BE001
CAS1040;FO
TAN917;TAN912
MOH618;BEN031
KBG622;KB014
ODA008;ODA002
ERR804;ERR803
UNIVERSITE_OUJDA;OUJ081
SET939;SET056
ODA011;ODA003
OUZ200;SID201
SID201;SID202
SID202;SID203
SID204;SID203
SID203;KEN206
RAB533;RAB534
LAA937;LAA005
CAS281;FO
GRF923;OEH001
MSR001;GRF923
RBOU150;MSR001
MSR003;MSR001
BOU111;RBOU150
BOU110;RBOU150
FIG007;MSR001
CAS1354;CAS139
BOU106;BOU111
BOU107;BOU105
BOU113;OEH001
BOU114;OEH001
BOU112;GRF923
BOU150;BOU110
BOU105;RBOU150
MSR002;MSR001
FES210;FES111
JA021;JA020
JA022;JA021
JA051;JA020
SID012;SID007
MRA001;RA045
DEM010;ATT002
GRF920;TAZ203
TAZ204;TAZ203
BAR101;TAZ203
GRF921;GRF920
GRF001;TAZ204
RGRF01;GRF920
GRF821;RGRF01
GRF922;GRF921
RBAR02;BAR101
BAR100;RBAR02
BAR105;BAR100
BAR102;BAR100
BAR104;BAR100
GRF924;TAZ203
GRF002;TAZ203
NAD401;NAD400
NAD400;TAZ203
GRF925;NAD400
OUJ753;TAZ760
TAZ760;NAD400
TAZ759;NAD400
NAD402;NAD401
TAZ507;DEB100
DEB100;NAD400
MAR053;MAR054
AIT005;AIT001
KF012;KF011
KFR059;KF012
KFR074;KF014
KF054;KF014
KF013;KF014
KFR071;KF014
JAD103;JA003
KFR029;KF013
MAR025;MAR022
MEK329;KF015
KFR031;ME028
MEK107;ME028
MAR903;MAR902
CHT103;TIZ206
TAR204;OUL001
JAD102;JA006
MAR957;MAR202
TET103;BAT001
DEM004;DEM001
DEM005;DEM004
BEN903;BE010
BEN062;BE010
MCA102;CA077
CAS1276;CAS339
CAS306;FO
SET093;SE005
SET204;SE005
SE003;SE005
CAS1106;BE001
MMO088;BE001
CAS1108;BE001
CAS146;CA028
CAS147;CA033
SET904;SE013
SE012;SE013
SET113;SE013
SE011;SE010
SET111;SE011
SE010;SE018
SET114;SE014
SA006;SAF093
SA024;SA010
SAF100;SAF067
SAF090;SAF080
SAF080;SA010
SAF050;SAF048
SA011;SA010
AGA083;AGA018
AGA050;FO
AGA072;FO
AGA113;FO
AGA129;FO
TEM063;BE012
TEM067;BE012
MOH657;BE016
CAS1457;FO
CAS1412;FO
CCH934;CCH903
CHI953;CHI904
ERR840;ERR002
ERR849;ERR007
FES997;FE005
MAR1048;JA068
KBG518;KB014
KBG572;KB014
KBG655;KB021
KBG648;KBG060
KEP002;KEN201
KEN965;KEN087
MEK385;ME019
MEK650;ME024
MEK652;ME030
NAD971;NAD061
SAI111;ROU001
SAF649;SA040
SAI113;SAI001
SET920;SE005
SLI053;SLI002
TAN993;TAN152
TAN994;TAN050
TAN9071;TAN061
TAN9007;TAN064
TAN9083;TAN064
TAN9039;FO
TNT503;TNT101
TNT507;TNT101
ZAG027;ZAG002
BE017A;BE019
CAS1039;CA022
CAS1208;JA149
CAS1568;CA028
CAS550;FO
ELO003;ELO004
FES093;FO
KBG521;KBG663
KBG545;KBG663
KBG085;KBG663
MOB660;OUR101
MOH659;BE013
RAB1015;FO
RAB1024;RA042
RAB146;KEN101
SET945;SE019
SMA016;SMA004
TAN9005;FO
TAN9097;TAN023
TAN9133;TAN151
TNT325;ELO004
CAS1509;FO
AGA1106;FO
AGA1108;FO
AGA1097;FO
CAS1391;FO
FES1034;FE031
ASI368;ASI053
TAN9080;FO
CAS1128;FO
TAN974;TAP100
TAN941;TAP100
NAD1000;NAD958
MOB945;YAH001
JAD1013;JAD070
MAR1091;SE017
BNG013;SE015
MAR1089;SE012
MAR1010;FO
KBG515;KBG060
AGA1095;FO
SET1018;SE037
AGA1069;AGA007
CAS1394;SE033
CAS1092;CAS167
FES1030;FO
BBU002;IMZ001
MAR1009;FO
ALH924;RALH01
TAN947;FO
KBG571;KB014
TAN964;FO
TAN967;TAN077
LAA929;LAA002
TAN9082;TAN094
TAN9066;TAN802
JAD969;JA001
RAB1019;RAB167
TAN1001;TAN184
RAB1028;FO
TAN9088;TAN094
CAS1438;FO
TAN9086;FO
BNG004;SE013
OUR1015;OUR004
MEK372;FO
CAS1488;SE033
JRD006;JRD005
CAS1433;CA002
KBG640;KBG097
BNG012;SE015
ESS967;ESS054
TAN9092;TAN080
RAB993;FO
MEK354;FO
TAN9093;TAN057
TAN9048;TAN073
TGZ006;AGA202
KFR207;KF013
KHM910;MEK341
TAN9094;TAN092
TAN9061;TAN023
TAN9079;TAN084
CAS1502;FO
TAN9074;TAN023
CAS1255;CA062
CAS1164;FO
MEK648;FO
NAD967;NAD061
TAN9053;TAN080
SET1014;SE037
SLI056;SLI002
SAF658;SAF048
SAF654;SAF048
MEK643;FO
DEM106;DEM001
ATT008;ATT001
BNT100;NAD904
TAZ898;MGH101
TEM066;BE022
FES1037;FO
CAS1071;FO
TEM053;BEN061
CAS1431;FO
KHM913;MEK341
MID002;MID001
MEK653;MEK087
AHF154;NAD305
ZAI114;ZAI001
MOH652;BE016
AGA1099;AGA003
AGA1076;FO
KEN989;KEN020
MAR1113;FO
OUR1003;OUR001
CHI956;CHI904
CAS1068;CAS1039
KHM908;MEK341
MEK351;FO
KSK911;KEN208
ESS965;ESS054
TAN9081;FO
CAS1307;FO
BEN946;BE005
TAN9091;TAN064
CAS1177;CA025
SDI008;SDI002
TAZ900;TAZ004
ALH916;ALH924
SLI052;SLI001
RAB928;RA016
MEK402;FO
MEK651;MEK341
CAS1188;CAS501
CAS1505;FO
JAD658;JA012
KBG657;KB021
BEN940;BEN045
RAB1023;FO
CAS1263;FO
CAS1484;FO
FES938;FES327
MAR1088;SE017
GUE881;GUE878
CAS1408;FO
MAR1037;FO
KBG624;KBG060
MOH660;BEN031
FES1040;FE036
MAR962;MAR201
TEM055;BE022
ESS964;ESS054
ESS962;ESS058
FES1039;FO
FES998;FE021
SET928;JA001
JAD1009;JA005
KBG555;KB029
KBG650;KBG092
MEK642;ME019
MEK348;ME008
NAD1002;NAD093
OUJ855;OUJ002
OUR986;OUR101
RAB950;RA033
SEF932;SEF201
TAN955;TAN152
MRT022;TAN451
TAN9117;FO
MAR1087;SE020
BOJ011;BOJ002
RAB949;RA017
SET933;SE001
OUR1020;OUR986
SET975;KBG402
RAB956;RA017
CAS1429;FO
RAB995;FO
CAS1393;SE033
NAD996;APR001
JAD694;JA020
B2B_OBS1;RAB950
CAS1252;FO
TAN992;FO
CAS1524;FO
CAS1439;SET092
TAN9127;FO
TAN9111;TAN012
CAS1507;FO
TAN983;TAN077
TAN9104;TAN080
CAS1178;FO
CAS1500;FO
CAS1414;CA062
JAD982;JA020
ESS957;ESS054
JAD621;JA014
TAN9020;TAN151
CAS1404;FO
BNG011;SE015
MEK661;FO
CAS1332;FO
OUJ866;OUJ003
ASI367;ASI053
TAN9085;TAN020
OUJ880;OUJ003
MAR1124;FO
KBG658;KB029
SET985;SE019
TAN949;FO
RAB991;RA042
SMA015;SMA001
TAN9130;TAN055
TAN9140;FO
OUJ838;OUJ003
MDL523;MDL001
NAD1003;NAD958
TEM060;TEM007
ARF007;ARF004
OUJ840;OUJ055
FES933;FE002
OUJ867;OUJ002
JAD1001;JAD070
AGA1118;AGA006
MAR1121;FO
TET856;TET089
MAR1052;FO
NAD1004;NAD958
SET1027;SE019
MAR1115;FO
CAS1546;FO
AGA1127;FO
JAD680;JA003
TAN9137;FO
SAF642;SA013
ESS969;ESS939
ESS949;ESS054
NAD977;NAD093
TAO931;TAO004
TAN9067;TAN050
CAS1406;FO
AGA1128;AGA005
OUJ916;OUJ091
AGA1110;AGA006
RAB1036;FO
KEN1039;KEN059
MAR1013;FO
JAD679;JA003
MAR1119;FO
TET883;TET089
OUJ886;OUJ003
CAS1485;FO
MOB1375;CA059
MEK668;ME020
KEN1020;SHT600
FES1045;FO
TAN9126;FO
MOH646;BE013
CAS1201;FO
RAB1046;FO
TAN987;TAN055
TAN9153;TAN052
TAN953;TAN077
FES1044;FO
TAN9096;TAN080
TAN9142;FO
MEK658;ME007
CAB308;TAN451
OUJ883;OUJ003
MAR1067;FO
KFR676;KF013
ZAG033;ZAG002
TAN957;TAN052
MOB609;BE015
TAO930;TAO004
OUR1009;OUR001
SET1015;SE007
RAB1035;FO
OUR1002;OUR001
JAD980;JA020
BOJ009;BOJ002
BOJ006;BOJ002
SAF667;JA163
ESS961;ESS058
KBG630;KBG038
SAF635;SA008
RIS102;RIS008
FNI016;TAN760
KBG567;KB018
TAN9122;TAN704
JAD693;JA163
AIT002;AIT001
AIT006;AIT001
AZR030;AZR021
BNG014;SE015
CAS1135;CA053
CAS1426;CAS107
CAS1427;FO
CAS1451;FO
CAS1513;FO
CAS1526;FO
FES1016;FO
JA161;SA036
KEN1002;SHT600
KEN1023;KEN003
KEN1035;KEN059
KEN1046;KEN003
KFR693;KF049
LAA923;LAA002
LAA930;LAA002
LAA942;LAA102
MAR1075;FO
MAR1092;FO
MAR1126;SE015
MED315;TAN451
MEK370;FO
MEK392;FO
MOH638;BEN031
RAB1021;FO
RAB972;RA034
SAF636;SA013
SDI009;SDI002
SET1004;SET056
SET1009;SET060
SET1023;SET082
SET930;SE040
SET955;SET082
SID936;RGSID01
TAN075;FO
TAN9106;FO
TAN9118;FO
TAN978;TAN030
ZAI101;ZAI001
AZL147;AZ001
BEN920;BE021
CAS1142;CA008
CAS1447;CA017
CAS1375;CA059
CAS1542;CA059
CAS1317;FO
CAS1491;FO
CAS1402;CAS139
CAS1190;CAS163
CAS1460;FO
FES1077;FO
